Date,VSMO,UNAC,CNRU,VKCO,MGNT,KZOSP,WUSH,UGLD,LNZL,SELG,PRFN,CARM,RUAL,NKHP,ALRS,DIAS,TATN,RTKM,PRMD,TGKN,TRNFP,DOMRF,RAGR,GCHE,UWGN,SNGSP,FIXR,NKNC,VRSB,MBNK,MOEX,KAZTP,SNGS,TGKBP,PIKK,ROSN,EUTR,MRKU,ENPG,T,MRKV,CNTL,VSEH,SVAV,KMAZ,KZOS,ELFV,HEAD,ETLN,SMLT,SBER,GECO,GAZP,BSPB,LSNG,RENI,POSI,KROT,SIBN,KLSB,CHMK,MRKZ,APTK,HYDR,LNZLP,SFIN,RASP,BAZA,GMKN,UPRO,MSNG,AFKS,PLZL,LEAS,CNTLP,OZON,LIFE,DATA,IRKT,TTLK,SVCB,GEMC,PHOR,HNFG,HHRU,TATNP,MAGN,VTBR,BANEP,MRKP,FLOT,ABIO,DVEC,ZAYM,MTSS,OZPH,FEES,PMSB,GLRX,RBCM,MSRS,IRAO,NSVZ,BLNG,X5,NVTK,UNKL,AQUA,ROLO,OGKB,CBOM,ABRD,TRMK,SOFL,KRKNP,CHMF,NKNCP,LSRG,RTKMP,MGTSP,KLVZ,YDEX,BANE,AFLT,MVID,PMSBP,MSTT,MTLR,IVAT,AKRN,MDMG,SBERP,LENT,ASTR,RKKE,MRKC,KAZT,YAKG,TGKB,RNFT,GTRK,NLMK,BELU,FESH,SGZH,LSNGP,MRKS,LKOH,DELI,MGKL,NMTP,TGKA,MTLRP,MRKY
2021-09-30,34820.0,0.74,,1488.0,6060.0,31.84,,,11460.0,45.62,2.6,,69.84,361.0,133.45,,527.3,90.52,,0.0,1595.0,,153.98,2930.0,105.8,40.05,4.1,134.25,68.0,,173.76,398.5,36.74,0.01,1430.0,614.35,,0.16,826.0,6628.4,0.06,13.72,,218.5,104.4,99.9,0.86,3558.0,111.9,4990.0,340.99,,360.8,77.97,6.34,,,406.0,473.0,10.08,5815.0,0.06,14.01,0.81,2216.0,433.0,406.4,,218.3,2.73,2.39,26.9,1204.8,,9.56,3675.0,5.98,,24.46,0.69,,995.0,5111.0,,3558.0,484.0,68.38,258.35,1084.0,0.26,84.28,91.2,0.95,,330.1,,0.19,152.8,,3.97,1.28,4.63,195.0,14.65,2352.0,1921.0,8760.0,493.0,0.99,0.69,7.17,192.6,92.2,,15300.0,1520.0,101.08,758.4,84.05,1390.0,,5804.5,1454.0,69.96,587.2,152.0,89.05,150.9,,7000.0,823.5,317.26,,,7230.0,0.4,394.0,127.8,0.0,181.0,35.3,216.62,3286.0,29.35,8.79,166.9,0.38,6903.5,,,7.72,0.01,256.3,0.05
2021-10-01,36240.0,0.73,,1481.8,6014.0,31.7,,,11680.0,45.21,2.61,,71.45,360.0,138.01,,532.1,89.99,,0.0,1602.0,,158.98,2962.0,103.7,39.72,4.15,132.7,68.0,,170.96,402.0,36.35,0.01,1278.0,618.45,,0.16,827.0,6778.6,0.06,13.62,,217.0,102.7,99.0,0.86,3628.0,112.7,4876.0,338.48,,363.25,76.51,6.26,,,403.0,477.0,10.08,5665.0,0.06,13.87,0.81,2220.0,432.6,386.0,,221.22,2.73,2.34,27.19,1182.0,,9.68,3627.0,6.01,,24.22,0.68,,1019.6,5115.0,,3628.0,489.9,69.67,257.43,1091.5,0.26,83.95,89.1,0.93,,328.85,,0.19,154.2,,3.88,1.27,4.76,195.5,14.77,2336.0,1931.8,8800.0,503.5,1.0,0.68,7.17,193.0,97.6,,15240.0,1504.8,101.4,762.4,83.65,1366.0,,5766.5,1466.5,70.0,577.0,151.2,89.85,148.03,,7168.0,825.3,316.08,,,7290.0,0.4,393.8,127.9,0.0,182.4,36.0,212.5,3316.0,28.99,8.7,166.25,0.38,6987.5,,,7.84,0.01,256.6,0.05
2021-10-04,36100.0,0.75,,1461.8,5985.5,31.71,,,11910.0,46.85,2.61,,69.9,361.0,135.65,,539.9,89.3,,0.0,1629.0,,163.26,3014.0,101.0,39.4,4.04,137.45,68.5,,167.73,394.0,36.38,0.01,1229.8,631.7,,0.16,836.0,6667.2,0.06,13.48,,217.5,102.4,108.5,0.85,3577.0,111.6,4900.0,345.85,,376.06,75.0,6.25,,,403.0,496.6,10.08,6020.0,0.06,13.77,0.8,2156.0,433.4,382.05,,216.36,2.75,2.29,26.7,1193.2,,9.54,3513.5,5.98,,24.32,0.7,,1003.7,5026.0,,3577.0,494.8,67.16,258.4,1108.0,0.25,83.99,88.5,0.94,,327.35,,0.19,154.3,,3.82,1.29,4.8,194.0,16.16,2332.5,1953.0,8970.0,568.5,0.99,0.68,7.19,192.6,95.06,,15220.0,1462.4,104.0,748.8,83.45,1370.0,,5504.0,1477.5,69.22,549.6,152.8,90.45,154.33,,7440.0,814.0,319.34,,,7360.0,0.41,399.8,124.3,0.0,184.4,35.5,205.26,3281.0,28.2,8.73,167.6,0.38,7134.5,,,7.78,0.01,276.3,0.05
2021-10-05,37460.0,0.76,,1466.0,6245.0,31.24,,,11770.0,47.84,2.52,,70.75,365.0,135.8,,577.8,89.7,,0.0,1615.0,,160.88,3010.0,102.5,41.4,4.1,140.9,68.5,,174.0,391.5,37.22,0.01,1203.0,655.25,,0.16,834.5,6835.0,0.06,13.38,,215.5,99.9,111.4,0.87,3692.0,111.74,5000.0,363.2,,389.82,77.32,6.24,,,403.0,522.45,10.02,6010.0,0.06,13.6,0.81,2140.0,429.6,385.0,,218.18,2.74,2.29,26.55,1212.4,,9.54,3507.0,6.01,,24.26,0.72,,1023.2,5057.0,,3692.0,528.9,67.42,269.18,1146.0,0.25,84.18,88.7,0.92,,327.7,,0.19,153.9,,3.8,1.29,5.03,195.0,16.1,2346.0,1991.6,8750.0,603.0,1.0,0.71,7.22,192.6,96.84,,15260.0,1485.0,107.52,751.0,83.55,1372.0,,5594.0,1513.0,69.86,559.8,151.0,90.2,152.2,,7370.0,820.0,333.23,,,7490.0,0.4,389.0,125.95,0.0,187.2,35.9,207.72,3356.0,28.5,8.75,170.15,0.36,7346.5,,,7.76,0.01,274.5,0.05
2021-10-06,37840.0,0.76,,1448.2,6240.5,30.1,,,11650.0,47.71,2.56,,70.12,361.0,131.99,,564.6,89.53,,0.0,1575.0,,159.64,2940.0,103.6,40.77,4.13,133.7,70.5,,173.74,402.0,36.84,0.01,1280.0,646.0,,0.17,832.0,6986.2,0.06,13.56,,213.5,99.5,109.0,0.87,3852.0,111.8,4880.0,364.28,,381.3,77.0,6.27,,,400.0,510.45,10.04,5830.0,0.06,13.72,0.8,2120.0,427.2,386.4,,215.24,2.73,2.28,26.25,1216.0,,9.48,3531.0,5.89,,24.2,0.72,,1038.0,5334.0,,3852.0,519.9,69.78,270.8,1145.0,0.25,84.08,88.68,0.92,,327.55,,0.19,153.7,,3.79,1.28,4.92,194.0,15.51,2388.5,1930.4,8690.0,559.0,0.99,0.7,7.15,195.6,93.02,,15240.0,1538.0,107.36,755.2,83.5,1376.0,,5694.0,1482.0,70.64,567.8,150.0,89.8,145.71,,7686.0,797.1,336.3,,,7250.0,0.4,400.0,125.15,0.0,182.8,35.8,210.9,3358.0,28.6,8.77,173.0,0.34,7096.0,,,7.64,0.01,273.15,0.05
2021-10-07,37480.0,0.77,,1495.0,6339.5,30.8,,,11650.0,48.3,2.53,,72.5,359.0,133.8,,569.3,89.91,,0.0,1586.0,,163.92,3072.0,102.8,40.39,4.15,134.65,99.0,,177.06,406.5,36.5,0.01,1301.5,647.95,,0.17,833.0,7140.0,0.06,13.72,,217.5,100.7,108.4,0.88,3957.0,114.26,4934.6,368.93,,370.7,79.16,6.33,,,401.0,515.0,10.9,6005.0,0.06,13.67,0.81,2140.0,428.4,388.5,,222.72,2.76,2.3,27.89,1236.0,,9.56,3545.0,5.91,,24.34,0.72,,1051.8,5549.0,,3957.0,522.9,70.0,271.4,1154.5,0.26,85.5,87.6,0.93,,328.5,,0.19,189.9,,3.84,1.28,5.01,193.5,15.35,2426.0,1915.8,8680.0,573.0,0.98,0.7,7.2,193.0,94.3,,15300.0,1560.0,108.64,756.0,83.7,1374.0,,5705.0,1510.0,71.06,585.0,159.4,90.1,149.38,,8170.0,811.7,339.39,,,7280.0,0.41,404.0,126.5,0.0,182.4,35.5,217.5,3340.0,29.05,8.97,173.9,0.34,7165.0,,,7.75,0.01,278.05,0.05
2021-10-08,37600.0,0.76,,1465.0,6300.0,30.82,,,11670.0,55.41,2.51,,74.31,356.0,138.48,,571.0,91.62,,0.0,1582.0,,174.54,3226.0,101.6,40.4,4.21,139.5,104.0,,174.9,412.0,36.43,0.01,1312.5,631.0,,0.17,830.0,7155.0,0.06,13.52,,220.5,100.0,108.4,0.88,4012.0,114.0,4936.8,373.01,,366.17,81.77,6.55,,,408.0,514.0,12.89,6080.0,0.06,13.75,0.81,2180.0,431.6,394.1,,227.66,2.77,2.29,27.94,1238.2,,9.6,3545.0,5.88,,24.52,0.73,,1070.0,5737.0,,4012.0,525.5,71.44,272.98,1149.5,0.26,87.88,88.38,0.91,,328.9,,0.19,179.7,,3.9,1.31,4.97,192.0,15.04,2416.5,1906.4,8720.0,570.5,1.0,0.7,7.21,194.6,95.76,,15660.0,1584.2,110.0,758.8,84.45,1378.0,,5701.5,1530.0,70.98,596.1,157.8,90.3,148.4,,8418.0,813.0,343.43,,,7290.0,0.42,407.0,131.5,0.0,182.6,35.6,221.9,3375.0,28.47,9.48,173.6,0.37,7220.0,,,7.62,0.01,276.55,0.05
2021-10-11,37500.0,0.74,,1456.6,6350.0,30.47,,,11610.0,62.67,2.56,,77.0,357.0,142.35,,565.0,91.84,,0.0,1593.0,,171.9,3317.0,102.3,40.19,4.17,138.55,127.5,,176.54,405.0,36.74,0.01,1331.0,641.55,,0.17,857.0,7206.0,0.06,13.52,,224.0,102.4,107.4,0.87,3971.0,114.32,4880.4,387.6,,369.81,85.13,6.63,,,412.0,515.95,12.02,6285.0,0.06,13.72,0.81,2206.0,431.0,450.3,,226.44,2.81,2.29,28.68,1222.0,,9.78,3484.5,5.95,,24.4,0.72,,1075.4,5701.0,,3971.0,518.0,72.38,280.95,1165.5,0.26,89.99,89.7,0.92,,319.0,,0.19,170.4,,3.92,1.32,4.99,192.5,15.65,2423.5,1905.0,8810.0,572.5,1.03,0.7,7.23,201.0,95.8,,15820.0,1595.6,110.78,757.8,85.1,1380.0,,5622.0,1540.0,70.36,611.0,157.4,91.7,161.98,,8716.0,852.8,356.0,,,7250.0,0.41,401.2,140.05,0.0,183.8,35.9,221.64,3390.0,28.52,9.99,172.2,0.36,7264.0,,,7.81,0.01,305.0,0.06
2021-10-12,36020.0,0.74,,1468.0,6475.5,30.36,,,11650.0,61.11,2.53,,76.21,356.0,143.62,,574.4,91.16,,0.0,1615.0,,172.8,3194.0,101.8,40.31,4.11,136.65,178.5,,182.82,419.0,36.72,0.01,1313.0,638.65,,0.17,907.5,7331.4,0.06,13.64,,223.0,101.7,108.2,0.87,4040.0,113.94,4809.8,377.79,,364.1,86.7,6.56,,,410.0,513.6,12.68,6305.0,0.06,13.71,0.81,2196.0,429.4,463.1,,225.28,2.82,2.31,28.57,1271.2,,9.8,3368.0,5.91,,24.42,0.73,,1071.7,5589.0,,4040.0,526.1,71.59,276.95,1176.0,0.26,87.3,88.68,0.91,,318.05,,0.19,167.6,,3.88,1.33,4.98,192.5,16.0,2407.5,1897.6,8740.0,563.5,1.0,0.71,7.25,197.0,96.3,,15680.0,1591.4,108.6,754.2,84.85,1380.0,,5549.0,1552.5,70.7,607.0,157.6,92.25,163.26,,8506.0,855.2,346.61,,,7290.0,0.41,409.0,138.55,0.0,184.0,35.6,219.04,3398.0,28.36,9.78,171.95,0.36,7306.0,,,7.77,0.01,309.45,0.05
2021-10-13,36680.0,0.73,,1473.2,6401.0,30.36,,,11880.0,57.6,2.49,,75.92,355.5,139.56,,567.9,92.7,,0.0,1611.0,,171.52,3241.0,101.7,39.98,4.08,133.5,196.0,,181.36,414.0,36.85,0.01,1292.1,632.85,,0.17,892.0,7610.4,0.06,13.64,,232.0,101.1,104.8,0.87,3926.0,112.94,4869.4,378.8,,362.77,86.07,10.5,,,406.0,508.5,16.25,6130.0,0.06,13.61,0.82,2220.0,427.6,444.3,,227.18,2.79,2.37,28.83,1324.4,,9.84,3345.0,5.8,,24.38,0.71,,1073.0,5542.0,,3926.0,519.6,69.53,275.55,1151.5,0.27,89.32,88.12,0.93,,317.15,,0.2,182.2,,3.85,1.34,4.95,193.5,15.76,2459.5,1907.0,8750.0,550.0,0.99,0.7,7.21,196.6,95.32,,15580.0,1586.6,107.22,755.4,85.45,1378.0,,5554.0,1519.0,70.22,607.2,161.8,92.5,161.55,,8570.0,852.7,346.45,,,7270.0,0.42,398.6,133.5,0.0,183.0,35.4,214.56,3387.0,28.66,10.36,178.1,0.37,7252.0,,,7.81,0.01,306.6,0.05
2021-10-14,37000.0,0.73,,1472.8,6358.0,30.37,,,11910.0,56.75,2.49,,79.0,353.5,138.2,,564.2,93.51,,0.0,1607.6,,174.12,3220.0,101.6,39.79,4.05,135.7,215.5,,181.42,410.0,37.04,0.01,1269.4,640.45,,0.22,945.0,7767.6,0.07,13.78,,229.5,100.9,107.4,0.88,3879.0,113.48,4949.0,376.09,,367.0,85.2,12.79,,,415.0,505.95,14.56,6165.0,0.07,13.58,0.84,2216.0,429.6,462.35,,229.28,2.8,2.43,28.99,1368.8,,10.0,3301.0,5.92,,24.28,0.7,,1035.2,5735.0,,3879.0,518.2,69.53,276.85,1160.0,0.28,88.5,86.52,1.3,,319.55,,0.2,179.3,,3.92,1.38,5.12,194.0,15.45,2430.5,1898.2,8780.0,552.0,1.0,0.72,7.23,197.0,94.64,,15660.0,1595.6,109.36,765.0,85.05,1384.0,,5518.0,1525.5,70.08,612.6,160.0,94.7,163.96,,8664.0,859.0,345.3,,,7190.0,0.44,396.4,132.7,0.0,184.6,35.7,215.7,3517.0,28.84,10.45,171.6,0.51,7215.0,,,8.07,0.01,309.15,0.06
2021-10-15,37140.0,0.75,,1495.0,6270.5,30.23,,,11860.0,55.64,2.45,,83.41,354.5,137.95,,570.5,93.42,,0.0,1600.0,,174.66,3292.0,101.1,39.79,4.08,132.45,174.0,,185.72,405.5,37.36,0.01,1275.0,645.45,,0.19,967.5,7820.2,0.06,13.72,,227.5,113.3,107.3,0.88,3920.0,113.68,4808.6,371.82,,367.76,85.37,10.32,,,411.0,519.0,14.35,5820.0,0.06,13.59,0.84,2206.0,430.0,459.3,,231.08,2.8,2.36,28.31,1336.4,,9.66,3364.0,5.99,,24.4,0.69,,1018.0,5932.0,,3920.0,524.6,68.41,278.0,1164.5,0.28,87.3,88.0,1.21,,318.8,,0.2,169.0,,3.92,1.39,5.05,193.5,15.0,2377.0,1905.6,8690.0,550.0,1.0,0.71,7.18,196.6,94.68,,15700.0,1567.6,108.22,771.0,84.9,1396.0,,5427.0,1547.5,69.68,616.8,159.2,94.75,161.64,,8636.0,856.4,341.5,,,7130.0,0.44,377.6,136.45,0.0,183.0,35.5,211.56,3518.0,28.45,10.75,169.65,0.47,7306.5,,,8.08,0.01,307.45,0.05
2021-10-18,36460.0,0.74,,1570.6,6270.0,30.27,,,11790.0,62.5,2.47,,83.42,353.5,128.58,,569.1,94.08,,0.0,1580.6,,177.32,3280.0,101.1,39.23,4.0,132.8,191.5,,184.09,408.0,36.91,0.01,1266.0,639.25,,0.19,967.0,7724.0,0.06,13.76,,232.0,127.5,107.7,0.87,3809.0,113.98,4805.0,364.6,,363.5,84.79,10.81,,,411.0,525.0,14.58,5720.0,0.06,13.62,0.84,2200.0,430.2,477.8,,231.2,2.78,2.33,28.49,1345.4,,9.8,3490.5,5.95,,24.32,0.71,,1024.0,6016.0,,3809.0,523.0,69.93,278.82,1176.0,0.27,86.84,88.78,1.69,,319.4,,0.2,169.7,,3.9,1.39,5.05,194.0,15.16,2349.0,1897.0,8670.0,551.0,1.01,0.72,7.15,198.0,94.04,,15620.0,1639.6,106.44,762.6,85.85,1404.0,,5489.0,1555.0,69.76,624.2,156.4,94.5,168.7,,8850.0,840.1,333.03,,,7180.0,0.44,398.6,137.05,0.0,183.0,36.0,219.24,3594.0,28.29,11.13,170.4,0.66,7319.0,,,8.12,0.01,329.0,0.05
2021-10-19,34960.0,0.73,,1573.8,6361.0,30.28,,,11830.0,60.8,2.84,,79.97,354.0,132.76,,573.0,94.34,,0.0,1580.0,,178.0,3333.0,101.2,39.98,3.99,132.8,210.5,,180.44,407.0,37.48,0.01,1235.0,643.0,,0.19,930.0,7805.0,0.06,13.74,,227.5,122.8,105.5,0.88,3979.0,113.58,4814.0,373.18,,368.83,85.71,11.27,,,413.0,516.25,14.12,5730.0,0.06,13.67,0.84,2220.0,432.0,473.0,,236.72,2.77,2.35,28.81,1388.0,,9.96,3474.0,5.94,,24.34,0.7,,1050.0,6019.0,,3979.0,525.7,70.05,287.0,1178.5,0.28,86.59,88.0,2.34,,319.1,,0.2,173.8,,3.88,1.42,5.04,194.0,15.02,2380.0,1892.2,8770.0,552.5,1.02,0.76,7.19,198.6,95.04,,16080.0,1652.2,107.12,761.8,85.9,1404.0,,5480.0,1576.5,69.26,610.6,158.6,95.2,173.0,,9146.0,848.7,339.92,,,7170.0,0.44,400.8,137.2,0.01,190.8,38.4,222.22,3555.0,28.41,11.0,171.75,0.79,7373.0,,,8.03,0.01,327.75,0.06
2021-10-20,35000.0,0.73,,1614.8,6307.5,30.15,,,11780.0,59.1,2.74,,81.33,354.5,131.4,,580.7,95.74,,0.0,1584.0,,173.5,3382.0,107.3,39.55,3.97,131.55,231.0,,173.5,409.0,37.48,0.01,1195.0,643.7,,0.21,973.5,7824.4,0.07,13.68,,223.5,121.0,103.4,0.88,3876.0,113.7,4800.0,370.16,,369.97,85.15,11.28,,,421.0,520.5,13.5,5745.0,0.06,13.65,0.84,2206.0,438.4,465.7,,235.3,2.74,2.34,28.87,1385.0,,10.14,3417.5,6.07,,24.42,0.71,,1063.0,5887.0,,3876.0,532.0,69.31,283.05,1170.5,0.28,86.21,87.42,2.27,,319.25,,0.2,169.8,,3.83,1.46,5.08,204.0,14.92,2385.0,1893.6,8660.0,569.0,1.04,0.75,7.2,205.0,94.44,,16000.0,1627.8,106.58,757.6,87.6,1416.0,,5420.0,1590.0,68.58,611.6,158.0,96.8,167.1,,8912.0,850.3,338.4,,,7200.0,0.45,397.0,138.0,0.01,200.0,38.6,220.7,3615.0,28.82,11.3,181.0,0.77,7439.0,,,8.02,0.01,319.0,0.06
2021-10-21,34700.0,0.71,,1596.2,6158.0,30.01,,,11770.0,60.68,2.68,,78.62,353.0,130.99,,562.9,94.28,,0.0,1582.0,,170.16,3499.0,105.6,39.3,3.98,129.0,254.0,,170.68,407.5,36.7,0.01,1161.2,633.3,,0.2,935.5,7853.0,0.06,14.1,,226.0,114.5,102.6,0.87,4007.0,113.1,4801.0,364.6,,363.37,85.8,10.61,118.0,,435.0,518.75,12.71,5660.0,0.06,13.68,0.82,2180.0,443.0,450.05,,232.1,2.76,2.3,28.2,1401.4,,10.26,3389.5,6.08,,24.34,0.69,,1051.0,5871.0,,4007.0,516.0,70.32,275.8,1160.0,0.28,86.68,87.2,1.86,,316.85,,0.19,166.7,,4.0,1.41,4.97,204.5,14.7,2362.0,1856.0,8620.0,561.5,1.02,0.75,7.11,269.0,93.3,,15960.0,1628.0,104.12,755.2,85.75,1396.0,,5390.0,1550.0,67.64,588.6,158.4,94.7,160.3,,8838.0,847.1,334.25,,,7190.0,0.43,400.4,147.6,0.0,196.0,37.8,225.92,3781.0,28.88,10.87,175.8,0.63,7232.0,,,7.98,0.01,306.5,0.05
2021-10-22,34000.0,0.72,,1546.0,6315.5,30.19,,,11550.0,60.29,2.62,,77.58,353.0,127.6,,562.5,94.84,,0.0,1563.6,,170.08,3340.0,102.6,38.72,3.87,128.8,270.0,,171.0,411.0,36.18,0.01,1197.0,634.5,,0.18,936.5,7660.0,0.06,13.86,,226.0,121.6,102.4,0.87,4036.0,111.92,4800.2,364.37,,358.12,86.57,9.77,115.0,,428.0,513.8,12.2,5625.0,0.06,13.71,0.83,2156.0,446.6,449.1,,228.64,2.77,2.33,27.91,1426.2,,10.12,3307.0,6.15,,24.3,0.69,,1042.4,5702.0,,4036.0,515.9,70.21,272.0,1165.0,0.27,86.75,85.76,1.49,,316.25,,0.19,165.3,,4.14,1.43,4.96,200.5,14.57,2388.5,1836.6,8620.0,548.5,1.01,0.72,7.08,212.6,93.08,,15920.0,1621.0,104.7,755.2,85.95,1404.0,,5326.0,1534.5,67.9,581.1,156.0,93.35,162.5,,8620.0,832.8,333.0,,,7190.0,0.43,400.0,150.0,0.0,194.8,37.2,225.48,3820.0,28.74,10.75,172.9,0.55,7200.0,,,7.96,0.01,309.4,0.05
2021-10-25,34820.0,0.72,,1547.0,6465.0,30.2,,,11330.0,59.64,2.58,,79.34,356.0,128.2,,570.2,93.92,,0.0,1561.6,,172.7,3534.0,104.2,38.6,3.92,129.6,289.0,,174.23,420.5,36.45,0.01,1162.9,655.05,,0.19,969.5,7600.0,0.06,13.88,,233.0,118.0,101.5,0.87,4215.0,111.5,4813.6,369.99,,364.84,85.2,10.69,116.0,,423.0,518.5,12.46,5715.0,0.06,13.57,0.83,2136.0,448.4,449.95,,230.24,2.76,2.3,28.35,1407.0,,10.08,3348.5,6.31,,24.32,0.69,,1053.6,5853.0,,4215.0,523.5,68.52,280.85,1172.5,0.27,87.05,81.92,1.63,,316.25,,0.19,167.0,,4.17,1.45,4.99,196.5,14.59,2470.0,1856.4,8590.0,552.0,1.02,0.75,7.11,205.6,90.9,,16300.0,1632.2,103.6,756.0,85.65,1400.0,,5383.0,1537.5,67.84,583.9,156.2,93.7,160.69,,8918.0,834.2,338.51,,,7200.0,0.44,406.0,148.15,0.0,201.2,37.2,228.84,3849.0,28.69,10.85,176.5,0.58,7441.5,,,7.92,0.01,313.55,0.05
2021-10-26,37200.0,0.72,,1515.4,6570.5,30.22,,,11030.0,58.0,2.59,,78.19,357.0,130.78,,562.2,92.68,,0.0,1571.6,,171.32,3521.0,104.6,38.56,3.86,130.1,318.0,,173.43,429.5,36.16,0.01,1148.0,650.8,,0.19,960.0,7310.2,0.06,13.76,,238.5,121.4,101.4,0.87,4039.0,114.86,4820.0,372.16,,364.82,87.42,11.75,113.0,,420.0,519.15,12.25,5760.0,0.06,13.59,0.84,2126.0,447.4,445.4,,226.88,2.77,2.31,28.05,1366.2,,10.02,3246.5,6.79,,24.26,0.69,,1054.7,5798.0,,4039.0,517.5,68.5,279.85,1171.5,0.27,87.03,84.0,1.79,,313.95,,0.19,168.7,,4.09,1.45,4.94,199.0,14.0,2443.0,1829.6,8550.0,550.5,1.03,0.74,7.2,200.6,88.36,,16080.0,1633.4,103.9,755.0,85.6,1402.0,,5309.5,1546.0,67.52,588.0,155.0,94.0,160.44,,9026.0,834.9,337.87,,,7250.0,0.45,410.0,149.1,0.0,197.0,37.5,231.1,3930.0,28.5,10.89,177.5,0.56,7440.5,,,7.87,0.01,312.1,0.05
2021-10-27,37420.0,0.72,,1540.2,6668.0,29.99,,,10910.0,56.37,2.58,,74.42,354.5,129.82,,546.0,93.64,,0.0,1534.0,,169.22,3575.0,102.9,38.84,3.89,128.25,349.5,,173.69,424.0,36.23,0.01,1152.1,638.4,,0.19,922.5,7268.0,0.06,13.7,,230.5,121.2,99.5,0.86,3986.0,114.5,4894.2,371.36,,362.17,90.68,10.7,112.96,,413.0,514.7,12.45,5500.0,0.06,13.58,0.83,2116.0,449.6,435.45,,222.5,2.75,2.3,27.85,1415.0,,9.98,3268.5,6.44,,24.2,0.69,,1050.5,5702.0,,3986.0,502.7,67.51,275.3,1153.5,0.28,86.07,82.5,1.97,,312.9,,0.19,168.5,,4.1,1.44,4.88,197.5,13.7,2474.0,1806.8,8530.0,540.5,1.03,0.75,7.23,201.0,86.68,,16040.0,1630.0,103.46,757.6,85.0,1388.0,,5574.0,1530.0,68.94,593.0,154.0,93.75,151.5,,8780.0,841.4,335.92,,,7100.0,0.44,414.0,146.7,0.0,189.2,37.7,228.82,3990.0,28.0,10.52,176.4,0.54,7323.5,,,7.83,0.01,307.2,0.05
2021-10-28,37080.0,0.73,,1504.2,6635.0,29.27,,,11330.0,57.1,2.55,,74.47,354.5,129.54,,548.7,92.78,,0.0,1543.6,,167.4,3461.0,100.6,38.56,3.86,124.75,230.0,,175.52,420.0,34.73,0.01,1156.0,641.25,,0.2,891.5,7396.8,0.06,13.54,,227.5,118.5,97.4,0.86,3908.0,112.68,4860.0,365.36,,353.21,90.06,10.2,110.0,,410.0,513.1,12.37,5570.0,0.06,13.57,0.83,2120.0,450.0,432.8,,223.62,2.73,2.26,27.48,1409.0,,9.84,3285.0,6.24,,24.1,0.69,,1054.0,5762.0,,3908.0,503.4,66.31,268.82,1136.5,0.27,85.21,82.5,1.6,,312.2,,0.19,166.1,,4.05,1.39,4.85,196.0,13.13,2423.5,1801.0,8610.0,552.5,1.03,0.71,7.19,204.6,85.98,,15860.0,1619.4,101.92,753.8,84.65,1376.0,,5823.0,1495.0,68.18,590.0,154.2,92.75,146.85,,8926.0,841.5,329.6,,,7120.0,0.42,408.4,141.6,0.0,186.0,36.9,225.68,4066.0,27.35,10.13,175.95,0.52,7288.5,,,7.67,0.01,305.5,0.05
2021-10-29,37380.0,0.72,,1461.2,6472.0,28.42,,,11290.0,56.61,2.54,,71.7,354.5,125.21,,540.2,93.25,,0.0,1521.6,,167.96,3544.0,98.7,38.57,3.93,127.5,252.5,,173.35,416.0,34.02,0.01,1177.0,636.1,,0.19,870.0,7310.0,0.06,13.42,,228.0,116.5,96.5,0.86,3776.0,111.78,4911.6,356.14,,350.18,90.85,10.72,112.0,,438.0,505.0,12.36,5415.0,0.06,13.55,0.82,2116.0,440.0,431.2,,221.7,2.73,2.25,27.08,1398.6,,9.7,3190.0,6.34,,24.02,0.68,,1045.0,5602.0,,3776.0,489.3,65.93,263.65,1143.5,0.27,85.2,82.2,1.76,,311.35,,0.19,166.4,,4.01,1.35,4.78,195.5,12.79,2409.0,1804.8,8500.0,546.0,1.02,0.7,7.16,203.6,86.7,,15740.0,1614.2,104.3,749.4,84.45,1372.0,,5879.0,1504.0,68.48,589.7,153.8,92.45,145.53,,8998.0,857.6,322.38,,,7070.0,0.42,400.0,146.8,0.0,182.6,37.0,223.6,3950.0,26.73,9.85,176.0,0.54,7272.5,,,7.76,0.01,296.5,0.05
2021-11-01,37400.0,0.72,,1463.4,6536.0,28.59,,,11200.0,56.83,2.69,,72.69,354.5,130.43,,552.4,93.13,,0.0,1548.0,,171.08,3510.0,100.9,38.65,3.99,130.4,277.5,,174.82,409.0,34.31,0.01,1147.8,641.9,,0.19,910.5,7790.8,0.06,13.48,,230.5,119.4,98.9,0.87,3838.0,113.3,4942.0,370.96,,359.1,93.67,10.76,114.0,,445.0,510.1,12.46,5370.0,0.06,13.51,0.82,2110.0,444.6,467.0,,223.96,2.77,2.26,27.51,1415.0,,9.74,3236.5,6.33,,23.94,0.69,,1035.0,5658.0,,3838.0,500.1,67.17,267.7,1153.5,0.27,86.05,85.36,1.72,,312.85,,0.19,165.4,,4.01,1.34,4.83,197.0,14.41,2422.5,1844.0,8500.0,541.0,1.02,0.71,7.29,203.0,88.44,,15960.0,1662.4,102.5,755.8,84.6,1384.0,,5890.0,1531.0,67.98,606.6,154.8,93.2,153.5,,9950.0,874.8,332.99,,,7080.0,0.42,398.6,146.5,0.0,183.8,36.6,227.68,4111.0,27.01,10.52,176.95,0.53,7293.0,,,7.76,0.01,308.3,0.05
